created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Aug 27 12:04:15 +0000 2023;1695769192077914459;"Ganjar Pranowo Tampung Aspirasi Anak Muda, Peduli Milenial dan Gen z https://t.co/ooqqvTXpsG";0;0;0;0;in;1661896883483316225;1695769192077914459;ud24185000;https://twitter.com/ud24185000/status/1695769192077914459
Sun Aug 27 12:04:13 +0000 2023;1695769181067809084;"@DelicaSugeng @WinSamb @abwnews_ jadi kalo misal Pendukung Ganjar itu ada yg bunuh orang.  yg salah ganjar gt ya? hehehe";0;0;0;0;in;1476181318618599424;1695623740967842224;UsoppKun88;https://twitter.com/UsoppKun88/status/1695769181067809084
Sun Aug 27 12:04:10 +0000 2023;1695769169898393694;"Artine ulama ngandelake Ganjar kanggo dadi presidhen ing 2024  Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 misono PriFad #生放送で卍解 ヒロミさん 国民的アイドル Chae Yu Jung 中国の日本人学校 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 笑点引退 レックウザ YaSi https://t.co/e6kVM55J1x";0;0;0;0;ja;1614532538378375168;1695769169898393694;BersuaRakyat;https://twitter.com/BersuaRakyat/status/1695769169898393694
Sun Aug 27 12:04:10 +0000 2023;1695769167868367171;"Ganjar Pranowo Presiden 2024 pilihanku, Ganjar sosok ayah teladan dan dikagumi Ulama #GanjarPresiden #GanjarCapres2024 https://t.co/7QBiPrWJg9";0;0;0;0;in;1571560183159226368;1695769167868367171;MelissaKumbang;https://twitter.com/MelissaKumbang/status/1695769167868367171
Sun Aug 27 12:04:08 +0000 2023;1695769159186235781;"Ganjar doring kebutuhan PPPK guru. #GanjarBawaRIMaju https://t.co/gCSVvFcjSn";0;0;0;1;in;1600467192360816640;1695769159186235781;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695769159186235781
Sun Aug 27 12:04:06 +0000 2023;1695769153003766077;"Launching lagu NDX AKA 15.00 WIB di Cibis Park Cilandak Selasa 29 Agustus 2023 "Pemenang Ganjar: Banteng Metu Kandang" bisa buat kamu nge hip hop until night 🎊  GRATIS bin MANIS 🌹  #SahabatGanjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua https://t.co/ODRD9xHwhM";0;0;3;3;in;1240137086331748352;1695769153003766077;Penyair_Berdiri;https://twitter.com/Penyair_Berdiri/status/1695769153003766077
Sun Aug 27 12:04:04 +0000 2023;1695769143742808307;"Ganjar Pranowo Presiden 2024 pilihanku, Ganjar sosok ayah teladan dan dikagumi Ulama #GanjarPresiden #GanjarCapres2024 https://t.co/grUSUzvjDq";0;0;0;0;in;1571560183159226368;1695769143742808307;MelissaKumbang;https://twitter.com/MelissaKumbang/status/1695769143742808307
Sun Aug 27 12:04:00 +0000 2023;1695769127108174117;"Ganjar Pranowo Presiden 2024 pilihanku, Ganjar sosok ayah teladan dan dikagumi Ulama #GanjarPresiden #GanjarCapres2024 https://t.co/Jlrkay8LrF";0;0;0;0;in;1571560183159226368;1695769127108174117;MelissaKumbang;https://twitter.com/MelissaKumbang/status/1695769127108174117
Sun Aug 27 12:03:54 +0000 2023;1695769101568983477;"@Kenikir27 @prabowo Nah dengerin "Insya Allah Ganjar, bukan Prabowo dan bukan Anies"  Puas ???";0;0;0;0;in;1535903868;1695435466177409354;Wdp1407Widy;https://twitter.com/Wdp1407Widy/status/1695769101568983477
Sun Aug 27 12:03:53 +0000 2023;1695769099941650664;"Ganjar Pranowo Presiden 2024 pilihanku, Ganjar sosok ayah teladan dan dikagumi Ulama #GanjarPresiden #GanjarCapres2024 https://t.co/wS1OiHe3vd";0;0;0;0;in;1571560183159226368;1695769099941650664;MelissaKumbang;https://twitter.com/MelissaKumbang/status/1695769099941650664
Sun Aug 27 12:03:49 +0000 2023;1695769079876038892;"Ganjar Pranowo Presiden 2024 pilihanku, Ganjar sosok ayah teladan dan dikagumi Ulama #GanjarPresiden #GanjarCapres2024 https://t.co/y9v0gzREk3";0;0;0;0;in;1571560183159226368;1695769079876038892;MelissaKumbang;https://twitter.com/MelissaKumbang/status/1695769079876038892
Sun Aug 27 12:03:46 +0000 2023;1695769068752740678;"#Apple #EXOxSCARLETT #AFFKacau Minggu Sore Mas Adi Onana Wasitnya Dipelihara Shibal LISA AWES LOS ANGELES PARK JISUNG THANK YOU Cukup Cream Soda Tasyi Ragil Inkigayo https://t.co/Rt1NRMKVLI";0;0;0;0;in;1684753359075700736;1695769068752740678;ganjargercep;https://twitter.com/ganjargercep/status/1695769068752740678
Sun Aug 27 12:03:40 +0000 2023;1695769044107030847;"#Apple #EXOxSCARLETT #AFFKacau Minggu Sore Mas Adi Onana Wasitnya Dipelihara Shibal LISA AWES LOS ANGELES PARK JISUNG THANK YOU Cukup Cream Soda Tasyi Ragil Inkigayo https://t.co/IytGWnWua5";0;0;0;0;in;1684753359075700736;1695769044107030847;ganjargercep;https://twitter.com/ganjargercep/status/1695769044107030847
Sun Aug 27 12:03:32 +0000 2023;1695769011521540180;"#Apple #EXOxSCARLETT #AFFKacau Minggu Sore Mas Adi Onana Wasitnya Dipelihara Shibal LISA AWES LOS ANGELES PARK JISUNG THANK YOU Cukup Cream Soda Tasyi Ragil Inkigayo https://t.co/GiKT7JWgBi";0;0;0;0;in;1684753359075700736;1695769011521540180;ganjargercep;https://twitter.com/ganjargercep/status/1695769011521540180
Sun Aug 27 12:03:31 +0000 2023;1695769006920409588;"@Paramitha234 @ganjarpranowo Pak ganjar yes";0;0;0;0;in;1632958414140874752;1695434869348978974;DianaDiah12;https://twitter.com/DianaDiah12/status/1695769006920409588
Sun Aug 27 12:03:30 +0000 2023;1695769003405554096;"@Bentir16 @Clla0508 @KakekHalal Takoni ganjar ya ora jelas https://t.co/qflZco1bzX";0;0;0;0;in;2348307679;1695103010123513941;sptakr;https://twitter.com/sptakr/status/1695769003405554096
Sun Aug 27 12:03:07 +0000 2023;1695768906420662390;"Pak Ganjar &amp  Bu Atikoh memang pasangan yg luar biasa~! 🥰❤️  PriFad #生放送で卍解 ヒロミさん 国民的アイドル misono Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 Chae Yu Jung 中国の日本人学校 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 笑点引退 レックウザ YaSi https://t.co/D3yIXO1iB2";0;0;0;0;ja;1593867543076548608;1695768906420662390;FrisahaK;https://twitter.com/FrisahaK/status/1695768906420662390
Sun Aug 27 12:02:45 +0000 2023;1695768814158491845;"Ganjar sang penerus Jokowi!  #Apple #EXOxSCARLETT #AFFKacau Minggu Sore Mas Adi Onana Wasitnya Dipelihara Shibal LISA AWES LOS ANGELES PARK JISUNG THANK YOU Cukup Cream Soda Tasyi Ragil Inkigayo https://t.co/MMjfWsN5Cl";0;0;2;19;in;1555467795227607040;1695768814158491845;JokowiHokage;https://twitter.com/JokowiHokage/status/1695768814158491845
Sun Aug 27 12:02:34 +0000 2023;1695768768344162607;"Dari body gesture dan pukulan2 nya kayaknya #Prifad di #BWC2023 bakal di ganjar Medali Perak.. gemes liatnya  @BadmintonTalk @INABadminton   Anyhow, Good Job lah 👏👏";0;0;0;0;in;44050013;1695768768344162607;dico_harefa;https://twitter.com/dico_harefa/status/1695768768344162607
Sun Aug 27 12:02:27 +0000 2023;1695768737964757497;"Skenario Panas Menggulingkan Posisi Ganjar Sebagai Capres 2024! 🤥 https://t.co/jUZv5yidvV";0;0;0;0;in;1590515883327115264;1695768737964757497;tita_evi;https://twitter.com/tita_evi/status/1695768737964757497
Sun Aug 27 12:02:21 +0000 2023;1695768711591006638;"Artine ulama ngandelake Ganjar kanggo dadi presidhen ing 2024  PriFad #生放送で卍解 ヒロミさん 国民的アイドル misono Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 Chae Yu Jung 中国の日本人学校 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 笑点引退 レックウザ YaSi https://t.co/yInUqQ28zU";0;0;0;0;ja;1608760672271368198;1695768711591006638;NusantaraNews01;https://twitter.com/NusantaraNews01/status/1695768711591006638
Sun Aug 27 12:02:18 +0000 2023;1695768698626424993;"Skenario Panas Menggulingkan Posisi Ganjar Sebagai Capres 2024! 😚 https://t.co/Gd7lx10BJr";0;0;0;0;in;1589880402520420353;1695768698626424993;charlie6255;https://twitter.com/charlie6255/status/1695768698626424993
Sun Aug 27 12:02:10 +0000 2023;1695768666082828419;"@YRadianto Tuanku ya Rakyat, Gubernur Hanya Mandat   Ttd.  Ganjar Pranowo ~ Gedung Nusantara 1";0;0;0;0;in;253959872;1695419737126375864;m_hudananta;https://twitter.com/m_hudananta/status/1695768666082828419
Sun Aug 27 12:01:59 +0000 2023;1695768619693838793;"Skenario Panas Menggulingkan Posisi Ganjar Sebagai Capres 2024! 🥰 https://t.co/fZLuJ34q37";0;0;0;0;in;1589878980534243329;1695768619693838793;gavin9952;https://twitter.com/gavin9952/status/1695768619693838793
Sun Aug 27 12:01:55 +0000 2023;1695768602161656252;"Ganjar berkomitmen beri kesejahteraan para guru di jateng. #GanjarBawaRIMaju https://t.co/NWNbxNUIHK";0;0;0;2;in;1600467192360816640;1695768602161656252;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695768602161656252
Sun Aug 27 12:01:48 +0000 2023;1695768571992047924;"Skenario Panas Menggulingkan Posisi Ganjar Sebagai Capres 2024! 😟 https://t.co/jtMkjFXvEk";0;0;0;0;in;1589877935640825856;1695768571992047924;celine8548;https://twitter.com/celine8548/status/1695768571992047924
Sun Aug 27 12:01:45 +0000 2023;1695768559916584986;"PPP Bicara soal Absen di Apel Pemenangan Ganjar di Semarang https://t.co/w9JYRDBB1f";0;0;0;0;in;598959076;1695768559916584986;20detik;https://twitter.com/20detik/status/1695768559916584986
Sun Aug 27 12:01:38 +0000 2023;1695768533899395363;"Skenario Panas Menggulingkan Posisi Ganjar Sebagai Capres 2024! https://t.co/4uj8bmZCXW";0;0;0;0;in;1589857328735526913;1695768533899395363;fitriya20510869;https://twitter.com/fitriya20510869/status/1695768533899395363
Sun Aug 27 12:01:27 +0000 2023;1695768485253779928;"Timses Ganjar (PDIP) Mainannya Kasar, Licik dan Tidak Sportif https://t.co/QfDeJ5CFnP";0;1;2;9;in;887743587579944960;1695768485253779928;OposisiCerdas;https://twitter.com/OposisiCerdas/status/1695768485253779928
Sun Aug 27 12:01:17 +0000 2023;1695768442580898229;"Pak Ganjar &amp  Bu Atikoh memang pasangan yg luar biasa ❤️  PriFad #生放送で卍解 ヒロミさん 国民的アイドル misono Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 Chae Yu Jung 中国の日本人学校 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 笑点引退 レックウザ YaSi https://t.co/14OPTGhCpy";0;0;0;0;ja;1601166770718769152;1695768442580898229;DellaPrihatiwi;https://twitter.com/DellaPrihatiwi/status/1695768442580898229
Sun Aug 27 12:01:03 +0000 2023;1695768383663530294;"Bakal Calon Presiden (Bacapres) Ganjar Pranowo mengagumi sikap kemaslahatan dari para ulama saat menghadiri acara Silaturahmi Masyayikh se-Indonesia.   #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua https://t.co/xhA4DrZdPs";0;0;0;0;in;1366400355366432768;1695768383663530294;awan_mer4h;https://twitter.com/awan_mer4h/status/1695768383663530294
Sun Aug 27 12:00:51 +0000 2023;1695768334049198444;"Ganjar di beri gelar gubernur punakawan. #GanjarBawaRIMaju https://t.co/IkKkVrn3YO";0;0;0;1;in;1600467192360816640;1695768334049198444;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695768334049198444
Sun Aug 27 12:00:30 +0000 2023;1695768248485290280;"@Darmawan_bs @mahdiequintana @haniafiair @AyamSegar3 @yudiwibowo976 @Joker_Wedoks @Indones1aku @Paramitha234 @Doddy19714254 @denni_sauya Ganjar Gass PooL 🤟";0;0;0;1;in;2546567134;1695741916397338721;chandraLaras22;https://twitter.com/chandraLaras22/status/1695768248485290280
Sun Aug 27 12:00:30 +0000 2023;1695768247973618027;"@AgusssBaskoro @ShenoWirang Tapi percuma, lagi lagi negara ini dipimpin para elit pdip, buat apa, tetap sama donggggg, yg jadi persoalan beberapa org ga suka pak jokowi aja itu karena beliau org pdip, udh semua org tau pdip gimana, kalo pak ganjar maju dan terpilih, yasudah berputar di lingkaran api, sama!";0;0;0;0;in;1092728810938675200;1695192174714048834;itsnciss;https://twitter.com/itsnciss/status/1695768247973618027
Sun Aug 27 12:00:27 +0000 2023;1695768233926963289;"Diharapkan rakyat jadi penerus Ibu Iriana 🥰  PriFad #生放送で卍解 ヒロミさん 国民的アイドル misono Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 Chae Yu Jung 中国の日本人学校 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 笑点引退 レックウザ YaSi https://t.co/w2fPa5nQd6";0;0;0;0;ja;1609759856881434624;1695768233926963289;ganjar_gayeng;https://twitter.com/ganjar_gayeng/status/1695768233926963289
Sun Aug 27 12:00:09 +0000 2023;1695768159574454444;"Ganjar di apresiasi ketua KPK. #GanjarBawaRIMaju https://t.co/DKXOnaq53K";0;0;0;1;in;1600467192360816640;1695768159574454444;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695768159574454444
Sun Aug 27 12:00:07 +0000 2023;1695768149336179040;"@mahdiequintana @haniafiair @AyamSegar3 @yudiwibowo976 @Joker_Wedoks @Indones1aku @Darmawan_bs @Paramitha234 @Doddy19714254 @denni_sauya Yeaaach  Gass kan Ganjar Pranowo 🤟";0;0;0;1;in;2546567134;1695741916397338721;chandraLaras22;https://twitter.com/chandraLaras22/status/1695768149336179040
Sun Aug 27 12:00:04 +0000 2023;1695768137646715223;"@SalimCipok @ganjarpranowo 🥰🥰🥰";0;0;0;0;qme;1609759856881434624;1695720689985303024;ganjar_gayeng;https://twitter.com/ganjar_gayeng/status/1695768137646715223
Sun Aug 27 12:00:01 +0000 2023;1695768123738075242;"Bonus Special Mystery Box untuk para member aktif dan setia berhadiah UANG TUNAI!  hanya di DEWACASH  https://t.co/zGPHcepFz2  #dewacash #BahkanVoli nasib papera Ernando #paperapedagangsejahtera Dwi Sasono series horor terbaik pantau lacak menangkan ganjar The Actors Apri";0;0;0;1;in;2254737469;1695768123738075242;judipokerINDO;https://twitter.com/judipokerINDO/status/1695768123738075242
Sun Aug 27 11:59:52 +0000 2023;1695768087063355876;"Pak Ganjar &amp  Bu Atikoh memang pasangan yg luar biasa 🥰  PriFad #生放送で卍解 ヒロミさん 国民的アイドル misono Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 Chae Yu Jung 中国の日本人学校 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 笑点引退 レックウザ YaSi https://t.co/inGdZBKjUf";0;0;0;0;ja;1601124730592907264;1695768087063355876;AnisaNurfalah9;https://twitter.com/AnisaNurfalah9/status/1695768087063355876
Sun Aug 27 11:59:49 +0000 2023;1695768075994570880;"Mohon Doa Ke Pimpinan Ponpes, Des Ganjar Ikut Pengajian Alumni Malnu Banten https://t.co/GL3k8dLbff";0;0;0;0;in;981351767253311488;1695768075994570880;IdTopmedia;https://twitter.com/IdTopmedia/status/1695768075994570880
Sun Aug 27 11:59:25 +0000 2023;1695767974307881385;"Ganjar berhasil terapkan ekonomi sirkular. #GanjarBawaRIMaju https://t.co/8cYOoZzROo";0;0;0;1;in;1600467192360816640;1695767974307881385;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695767974307881385
Sun Aug 27 11:59:10 +0000 2023;1695767909061316777;"Perlindungan &amp  Pemberdayaan Pelaku Usaha Perikanan &amp  Pergaraman, Perlindungan &amp  Pemenuhan Hak Penyandang Disabilitas, &amp  Tata Kelola Sistem Pemasaran Hasil Pertanian, Perikanan &amp  Produk UMKM. Ganjar berharap 3 Perda ini bisa dijadikan pedoman bagi pemerintah dlm proses eksekutif.";0;0;1;1;in;2431310970;1695767905319977061;wantahgdn__;https://twitter.com/wantahgdn__/status/1695767909061316777
Sun Aug 27 11:59:09 +0000 2023;1695767905319977061;"Ganjar Beri Manfaat untuk Masyarakat Jateng Lewat 3 Perda Baru!  Pemprov Jateng bersama dengan DPRD Jateng menyetujui tiga Rancangan Peraturan Daerah (Raperda). Tiga raperda yang disetujui yaitu terkait : https://t.co/eUBywJWmKP";0;1;5;5;in;2431310970;1695767905319977061;wantahgdn__;https://twitter.com/wantahgdn__/status/1695767905319977061
Sun Aug 27 11:59:07 +0000 2023;1695767897770168711;"Memang kualitas personal Ganjar makin positif dimata rakyat🥰  PriFad #生放送で卍解 ヒロミさん 国民的アイドル misono Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 Chae Yu Jung 中国の日本人学校 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 笑点引退 レックウザ YaSi https://t.co/fI5rjBFF3i";0;0;0;0;ja;1601439368626855937;1695767897770168711;ReynaldiHandoko;https://twitter.com/ReynaldiHandoko/status/1695767897770168711
Sun Aug 27 11:58:58 +0000 2023;1695767860721922456;"ALHAMDULILLAH... BILA MEMANG SOLID Mari Kita Doakan Bersama, Semoga di 2024 Nanti Allahu Akbar Masih Memberikan Kesempatan pada Ganjar dan Prabowo untuk Menyaksikan Pelantikan @aniesbaswedan sebagai Presiden ke 8 RI. Demi Perubahan dan Perbaikan Bangsa dan Rakyatnya.";3;0;0;2;in;2266842889;1695767860721922456;ZoelHayat;https://twitter.com/ZoelHayat/status/1695767860721922456
Sun Aug 27 11:58:47 +0000 2023;1695767813347279349;"Ganjar kaji insentif guru keagamaan di level nasional. #GanjarBawaRIMaju https://t.co/9OtUuvHyww";0;0;0;1;in;1600467192360816640;1695767813347279349;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695767813347279349
Sun Aug 27 11:58:46 +0000 2023;1695767810901971293;"@hansssolo @Dirgantara003 @Aryprasetyo85 @Miduk17 @Ganjar_Andika08 @wil_ws_ @Urrangawak @NgkongRoses @RizkiR4madani @Marbot_Udien @Widyarenee @Chishe_wd23 💪💪";0;0;0;2;qme;1286012978349785088;1695375371494137979;EllyKoro;https://twitter.com/EllyKoro/status/1695767810901971293
Sun Aug 27 11:58:40 +0000 2023;1695767784733729151;"Selama menjabat, @ganjarpranowo sudah bantu renovasi ribuan rumah tak layak huni (RTLH)   Program bantuan RTLH merupakan salah satu fokus utama Ganjar di akhir periodenya. Ia bahkan membuka ruang bagi semua pihak yang ingin terlihat dalam program RTLH di Jateng. https://t.co/LRJagSxSx8";0;0;2;3;in;3827798354;1695767784733729151;Marbot_Udien;https://twitter.com/Marbot_Udien/status/1695767784733729151
Sun Aug 27 11:58:21 +0000 2023;1695767704320553007;"Pak Ganjar &amp  Bu Atikoh memang pasangan yg luar biasa 🥰❤️  PriFad #生放送で卍解 ヒロミさん 国民的アイドル misono Soodam 最下位転落 #千鳥の鬼レンチャン 手紙割愛 Chae Yu Jung 中国の日本人学校 笑点引退 伊代さん 有働さん #いわきFC THANK YOU EXO 伊代ちゃん 借金生活 レックウザ YaSi https://t.co/yDIVilipAM";0;0;0;1;ja;1567091736572473345;1695767704320553007;RahmaHilmiansy1;https://twitter.com/RahmaHilmiansy1/status/1695767704320553007
Sun Aug 27 11:58:20 +0000 2023;1695767701225095537;"Ganjar Pranowo dekat dengan ulama   #Apple #EXOxSCARLETT #AFFKacau Minggu Sore Mas Adi Onana Wasitnya Dipelihara Shibal LISA AWES LOS ANGELES PARK JISUNG THANK YOU Cukup Cream Soda Tasyi Ragil Inkigayo https://t.co/NBXDlQ6qPR";0;1;0;2;in;1568960068024152064;1695767701225095537;CabiReina;https://twitter.com/CabiReina/status/1695767701225095537
Sun Aug 27 11:57:31 +0000 2023;1695767496736096566;"@Michtan8888 @WagimanDeep212_ Itu rekaman wawancara talkshow tahun 2018/2019. Sy tertawa karena merasa lucu. Kalau Anda bahas Ganjar di sini, itu namanya trik Red Herring Fallacy, mengalihkan topik ke hal lain yg gak sama konteksnya. 😊😊";0;1;0;0;in;178731326;1695445251362877775;Klabangijo;https://twitter.com/Klabangijo/status/1695767496736096566
Sun Aug 27 11:57:25 +0000 2023;1695767469598855465;"Untuk beberapa hari Mamang tidak live HK jadi yang mau langsung ke WA aja kang https://t.co/SxhEiAd69u   #NCT_NATION_ToTheWorld #NikitadiShopeeLIVE GMT 15% Hambat Hilirisasi #GeminiFourthConcertD1 Bonus 20x Lipat Pantau Lacak Menangkan Ganjar https://t.co/Dg0nDcSbil";0;0;0;1;in;1643252670470426625;1695767469598855465;PrediksiToha;https://twitter.com/PrediksiToha/status/1695767469598855465
Sun Aug 27 11:57:18 +0000 2023;1695767442398838857;"Ganjar sebut perempuan harus berani maju. #GanjarBawaRIMaju https://t.co/VX8A8WCbfM";0;0;0;1;in;1600467192360816640;1695767442398838857;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695767442398838857
Sun Aug 27 11:57:10 +0000 2023;1695767407972032642;"@msobri99 Setuju...orang baik waras dan pancasila PASTI PILIH GANJAR PRANOWO.";0;0;0;0;in;816133802783166464;1695719889024238068;sitolin8;https://twitter.com/sitolin8/status/1695767407972032642
Sun Aug 27 11:57:06 +0000 2023;1695767390603428030;"Tim siber khusus ini akan berperan strategis dalam upaya memenangkan Ganjar Pranowo dalam kontestasi pemilihan presiden mendatang melalui media sosial  PANTAU    LACAK    MENANGKAN GANJAR PRANOWO @ganjarpranowo https://t.co/w0pwnomxQb";0;3;13;13;in;1351138416088510467;1695767390603428030;B3doel___;https://twitter.com/B3doel___/status/1695767390603428030
Sun Aug 27 11:56:44 +0000 2023;1695767299939238187;"Anies-AHY kalahkan Ganjar Pranowo di Voting Viva. 716  AgusYudhoyono PDemokrat DemokratProPerubahan https://t.co/3Ma2T8IhZE";0;0;0;0;in;321993177;1695767299939238187;savra_sftr;https://twitter.com/savra_sftr/status/1695767299939238187
Sun Aug 27 11:56:42 +0000 2023;1695767291173167371;"Sweet Bangettt🥰  #SahabatGanjar #Ganjar #GanjarPranowo #GanjarBersamaNusantara https://t.co/RJQqkMiSbG";0;0;1;3;en;1656000286417203200;1695767291173167371;GanjarBNusantar;https://twitter.com/GanjarBNusantar/status/1695767291173167371
Sun Aug 27 11:56:18 +0000 2023;1695767191617155528;"Ganjar Pranowo melangsungkan silaturahmi bersama Masyayikh se-Indonesia di Banyumas.  AFFKacau Dwi Sasono Dipelihara Seo Seung Jae Besok Senin Boris Johnson https://t.co/2zBI7Dzalh";0;0;1;1;in;1534810351812100096;1695767191617155528;linimasasumsel;https://twitter.com/linimasasumsel/status/1695767191617155528
Sun Aug 27 11:56:09 +0000 2023;1695767152211763685;"Bawa jateng maju,ganjar berterima kasih pada masyarakat. #GanjarBawaRIMaju https://t.co/EebLPMdj5r";0;0;0;1;in;1600467192360816640;1695767152211763685;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695767152211763685
Sun Aug 27 11:56:04 +0000 2023;1695767130044842278;"Jokowi prabowo vs megawati ganjar.  Menarik.";0;0;0;0;in;813072691;1695767130044842278;akbaragustiraa;https://twitter.com/akbaragustiraa/status/1695767130044842278
Sun Aug 27 11:55:16 +0000 2023;1695766929741594827;"Ganjar Pranowo didapuk menjadi mentor pada sesi Sharing Session Pembangunan Daerah 2023.  Dwi Sasono Dipelihara Seo Seung Jae VindesSport Shibal Besok Senin https://t.co/sssi3Z60xJ";0;1;1;3;in;1575325053792550912;1695766929741594827;NadhiraAishaaa;https://twitter.com/NadhiraAishaaa/status/1695766929741594827
Sun Aug 27 11:55:09 +0000 2023;1695766900549275956;"Lewat 3perda baru Pak Ganjar Pranowo memberikan manfaat untuk masyarakat Jateng  Baca yaa baca Bacaa https://t.co/8JI6CBIwum";0;0;0;0;in;1087940337795059714;1695766900549275956;zhuzhu_zhi;https://twitter.com/zhuzhu_zhi/status/1695766900549275956
Sun Aug 27 11:55:06 +0000 2023;1695766888473907362;"@Aryprasetyo85 @ganjarpranowo ada yg berani taruhan suara ganjar di tasikmalaya?";0;1;0;0;in;32334648;1695705495632593260;ozzy_sebastian_;https://twitter.com/ozzy_sebastian_/status/1695766888473907362
Sun Aug 27 11:55:05 +0000 2023;1695766884334043172;"@PDI_Perjuangan Ganjar yang terbaik, Ganjar nomor satu !!";0;0;0;0;in;1401165474134589445;1695677964183339513;norkhamami;https://twitter.com/norkhamami/status/1695766884334043172
Sun Aug 27 11:55:03 +0000 2023;1695766876369146247;"Ganjar tekankan pendidikan budi pekerti. #GanjarBawaRIMaju https://t.co/BWpJ9HxUJc";0;0;0;1;in;1600467192360816640;1695766876369146247;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695766876369146247
Sun Aug 27 11:55:01 +0000 2023;1695766865405231596;"Lama lama rasa simpati orang ke @psi_id dan @grace_nat memudar. Orang mulai tidak suka dg PSI. Dan PSI sudah jauh beda dg PSI yg dulu..anggota PSI main dua kaki. Ada yg dukung Ganjar ada yg dukung Prabowo.";0;0;0;0;in;2323592137;1695766865405231596;G03NT03R_;https://twitter.com/G03NT03R_/status/1695766865405231596
Sun Aug 27 11:54:49 +0000 2023;1695766815975338450;"PDIP  meriang Boneka pemegang tongkat estafet bingung melongok. Wanita emas sudah sebut soal menangkan Ganjar. Semua LSI  sudah menangkan Ganjar Aneh bin ajaibnya : Dekati  Anies jadi obat andalan benahi meriangnya ? Jangan beli otak di pasar LOAKAN dong.";0;0;0;0;in;1272768497945178112;1695766815975338450;Virsi6;https://twitter.com/Virsi6/status/1695766815975338450
Sun Aug 27 11:54:47 +0000 2023;1695766808903684128;"Ganjar Pranowo lewat Tiga raperda yg disetujui dg DPRD Jateng  1. Perlindungan dan Pemberdayaan pelaku Usaha Perikanan &amp  Pergaraman 2. Perlindungan &amp  Pemenuhan Hak Penyandang Disabilitas  3  Tata Kelola Sistem Pemasaran Hasil Pertanian, Perikanan &amp  Produk UMKM  #GanjarUntukSemua";0;0;6;9;in;1385449485472395271;1695766808903684128;RstmBcl;https://twitter.com/RstmBcl/status/1695766808903684128
Sun Aug 27 11:54:47 +0000 2023;1695766808459108515;"Emak , Feat. deHilma   😣😣😔  Honda HUT RI 78 yamaha suzuki Gibran polusi udara jakarta tasyi gibran puan megawati prabowo Gempa oklin twitter indonesia Ganjar anies jokowi elon wasit https://t.co/cuwJMTb5so";0;0;0;1;in;1317084070468177920;1695766808459108515;NurilHiLma2022;https://twitter.com/NurilHiLma2022/status/1695766808459108515
Sun Aug 27 11:54:23 +0000 2023;1695766706550091972;"Ganjar Pranowo siap berakselerasi dan bergerak lebih cepat untuk membawa Indonesia menjadi negara maju. @ganjarpranowo https://t.co/7T21yHSuuv";0;0;0;0;in;875142990;1695766706550091972;AmandaKintania;https://twitter.com/AmandaKintania/status/1695766706550091972
Sun Aug 27 11:54:19 +0000 2023;1695766691081601387;"Ganjar Pranowo unggul dalam simulasi terbuka Pada simulasi terbuka survei Litbang Kompas.  AFFKacau Dwi Sasono Dipelihara Shibal Seo Seung Jae Besok Senin https://t.co/Ru1R1djGrd";0;1;1;2;in;1533683584628043776;1695766691081601387;mediaind0nesia;https://twitter.com/mediaind0nesia/status/1695766691081601387
Sun Aug 27 11:54:08 +0000 2023;1695766643601989931;"Ganjar nyatakan siap bergerak sat set majukan indonesia. #GanjarBawaRIMaju https://t.co/qAAIIfgh0M";0;0;0;1;in;1600467192360816640;1695766643601989931;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1695766643601989931
