full_text,text_clean,class
@ChyanaSurdin @psi_id Imigran bikin resah https://t.co/Mcw4GW0P0p,imigran buat resah,0
@AndiSinulingga Kalau gak dicopot katanya mencari simpati sama guru.....dan itu membiarkan pungli  Kalau di copot katanya mencari simpati karena mau nyapres...padahal dulu baru jadi gubenur di periode pertama ganjar sdh bikin gebrakan di jembatan timbang dishub itu masih jauh dari pilpres lho...,copot cari simpati guru biar pungli copot cari simpati nyapres gubenur periode buat gebrak jembatan timbang dishub pilpres,1
"DISAIN BAJU HITAM PUTIH KAYAK SELINUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya berupa jejak hitam yg kelam di atas keputihan hati nurani rakyat...apakah bajingan tsb yg akan kalian pilih ???",disain baju hitam putih lut cawapres disain makna rejim partai komunis indonesia jejak hitam kelam putih hati nurani rakyat bajing pilih,1
Pak Ganjar Pranowo siap melanjutkan program Presiden Jokowi untuk Indonesia berdikari https://t.co/h41O2eHGlH,lanjut program presiden indonesia diri atas kaki sendiri,1
@yunartowijaya @budimandjatmiko Ada misi mempersatukan ganjar dan prabowo. Krn hasilnya akan dilaporkan ke hasto dan puan.,misi satu hasil lapor hasto,1
Pak Ganjar Pranowo pantas menjadi Umara yang berdampingan dengan Ulama. https://t.co/XVCYnd3dVk,umara damping ulama,0
@GilaFilmID Gak bahaya tah?   Ini mah loyalis ganjar,bahaya loyalis,1
@ch_chotimah2 Seiring waktu berjalan Ganjar akan seperti Jokowi..🙏🙏,iring jalan,1
Pak Ganjar Pranowo siap melanjutkan estafet kepemimpinan Presiden Jokowi https://t.co/j9pTOTJVQV,lanjut estafet pimpin presiden,2
Pak Ganjar Pranowo layak melanjutkan kepemimpinan Indonesia https://t.co/2uVxzotVYS,layak lanjut pimpin indonesia,0
"Rezim orba memang end, Ganjar yang akan meneruskan kerja dan program Jokowi di 2024.",rezim orba terus kerja program,1
"Pendukung Ganjar, please jngn bully mas Bud. Kita tdk tahu apa yg sdng berkecamuk di dada nya. Semoga PDIP bijak menghadapi ini. Sedih memang 😔😔😔",dukung jngn bully yang sdng kecamuk dada moga bijak hadap sedih,1
@ganjarpranowo Sy dulu berharap.. Prabowo - Ganjar.....,harap,1
Pak Jokowi 🥰 peduli untuk pak Ganjar.the next président RI,peduli lanjut sident,2
@papaagulaa @KimanTongkodu @tempodotco Entah masih mistery mahoni monas? Yemen ahlivsulap 🤣 https://t.co/37HnaaPyhJ,mistery mahoni monas yen ahlivsulap,1
Ganjar memang yang terbaik   #GanjarPranowo https://t.co/LRinDbaa4A,baik,1
Pak Ganjar Pranowo memang terbaik 👍💯 https://t.co/40UyylRsZX,baik,2
Ganjar memang yang terbaik   #GanjarPranowo https://t.co/179RIwGe28,baik,2
@Leonita_Lestari Makanya terima aja logika yg paling mungkin utk Indonesia semakin maju ke depan  Prabowo - Ganjar. Pasti cocoklah utk melanjutkan visit misi kebangsaan Jokowi (Jokowi = rakyat). Bravo mas Budiman👌👍,terima logika indonesia maju cocok untuk lanjut visit misi bangsa rakyat bravo budiman,0
Pak Ganjar Pranowo pemimpin yang dekat dengan Ulama. Mantap! https://t.co/aF8Nrn9AFH,pimpin ulama mantap,1
Pak Ganjar Pranowo adalah tipe pemimpin yang memahami betul permasalahan Indonesia. Dukung Pak Ganjar Pranowo untuk menjadi Presiden Indonesia https://t.co/OQfiu2Cj9K,tipe pimpin paham masalah indonesia dukung presiden indonesia,2
ERICKTHOHIRNEWS|  Erick Thohir Sebut PAN Minta Dampingi Prabowo atau dan Ganjar - https://t.co/Xsy08LNVLN | BangkitBersamaET  https://t.co/4KSJoTPe7T,erickthohirnews erick thohir damping bangkitbersamaet,2
@03__nakula Tni harus mulai hati2..sda di goreng oleh antek2 komunis tr kait pencopotan baliho ganjar...antek2 komunis mulai mengadu domba...bravo tni..libas antek2 komunis yg mulai berani nongol...ingat sejarah thn 65..,hati goreng antek komunis kait copot baliho antek komunis adu domba bravo libas antek komunis berani nongol sejarah tahun,0
"Cukup tentang BS. Kita up Ganjar saja.  Yg ingin pergi, biarkan pergi. Tak perlu ditangisi, biasa saja "" kata pak Ganjar. Tetap semangat 💪 https://t.co/5YddcOrEy4""",yang pergi biar pergi tangis semangat,1
@gtobing2903 @prabowo @bawaslu_RI @KPU_ID @jokowi Di Medan berserakan itu baliho Ganjar . Kenapa ga di protes 😁,medan sera baliho protes,1
"Ganjar Pranowo ajak relawan untuk ikhlaskan mereka yang ‘pindah kamar’ dalam gerbong dukungan politik. Hal tersebut disampaikan dalam konteks gernbong dukungan politik, termasuk sejak bersama mendukung Jokowi memenangkan dua kali Pilpres https://t.co/No67S5ZGXO",ajak rawan ikhlas pindah kamar gerbong dukung politik konteks gernbong dukung politik dukung menang kali pilpres,1
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/9aAmcPum8y,layak presiden,2
"Pak Ganjar Pranowo sukses menjadi Gubernur Jawa Tengah, dan bisa dipastikan beliau akan sukses ketika menjadi Presiden Indonesia https://t.co/0kGUl3lgnz",sukses gubernur jawa beliau sukses presiden indonesia,0
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/l1zLo5LNqn,layak presiden,0
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/TEGfsm7EtH,layak presiden,2
Ganjar Pranowo memang layak jadi Presiden   #GanjarBawaRIMakinMaju #GanjarPranowo #GanjarPilihanRakyat #GanjarPresiden2024 https://t.co/FQxXPItaUs,layak presiden,1
Terlihat jelas sosok kepemimpinan seorang Presiden dalam diri Pak Ganjar Pranowo. https://t.co/FZ0mXGvhps,sosok pimpin presiden,0
Kita komitmen mendukung Ganjar Pranowo https://t.co/nr2pCoVRVN,komitmen dukung,0
@VIVAcoid Jenderal Sudirman seorang guru agama Ganjar seorang pembokep Jelas  ?,jenderal sudirman guru agama pembokep,0
@budimandjatmiko Tolong perjuangkan agar 2024 nanti kami bisa memilih pasangan Ganjar - Prabowo. Opsi itu akan membuat biaya pilpres jadi murah dan berkualitas.,juang pilih pasang opsi biaya pilpres murah kualitas,0
@RomeoWalker19 Pertanda ingin mendukung ganjar dan mengharap dapat jatah menteri 😂,tanda dukung harap jatah menteri,0
@PartaiSocmed @ganjarpranowo @susipudjiastuti 😂 ganjar ya jelas tidak kagak ada prestasi,prestasi,1
@ganjarpranowo Hitam ya hitam. Putih ya putih. Hitam putih itu jadi apa mas ganjar???  https://t.co/aDAZewYOyG,hitam hitam putih putih hitam putih,0
"@themorningtide @datuakrajoangek Dan, yg jadi presiden Mandela, bukan De Klerk... Yg jadi Presiden Jokowi bukan Prabowo👍. Atau yg jadi Presiden Ganjar, Prabowo tetap Menhan, itu 👍",presiden mandela klerk presiden presiden menhan,2
@psi_id Lha bukannya kemarin dukung Ganjar...apalagi yang ditunggu,kemarin dukung tunggu,0
@kurawa Jujur mengelikan dan memalujan Justru motif tersebut malah membuat tdk ada kesan yg baik. Gak nendang dan tdk kreatif. Semakin sooor aje tuu ganjar.,jujur keli memalujan motif kesan nendang kreatif sooor,2
@AsatArifin5 @giribatjo56 @jansen_jsp @ganjarpranowo Ganjar gak bakal berani. Irama dan pilihan kata itu bisa jadi cerminan sikap temperamental. Mentalnya mental penjilat. Ya seperti kamu modal jilatan.,berani irama pilih cermin sikap temperamental mental mental jilat modal jilat,1
FOTO: Baju Garis-garis Hitam Putih Jadi Seragam Tempur Ganjar Pranowo https://t.co/utkkI0MoTP,foto baju garis garis hitam putih seragam tempur,2
"Kontribusi pak ganjar dalam membantu dan memberikan perhatian kepada masyarakat kecil sudah banyak buktinya. Meskipun belum sepenuhnya merata, namun tak sedikit juga yang merasakan manfaatnya. https://t.co/qVlIQ5Fmum",kontribusi bantu perhati masyarakat bukti sepenuh rata rasa manfaat,2
"Sangat mengapresiasi kegigihan dan konsistensi pak ganjar dalam membina koperasi di indonesia, semoga kedepannya bisa  semakin maju dan sukses untuk koperasi koperasi di seluruh tanah air https://t.co/98SrAxlTcs",apresiasi gigih konsistensi bina koperasi indonesia moga depan maju sukses koperasi koperasi tanah,1
"Latar belakang yang dimiliki Pak Ganjar membuat pak ganjar memiliki sifat sederhana dan sangat paham arti dari perjuangan, kesederhanaan pak Ganjar sangat erat kaitannya dengan masyarakat. https://t.co/NTBjD10C75",latar milik milik sifat sederhana paham arti juang sederhana erat kait masyarakat,2
@katrinrienks @Leonita_Lestari Gilaklo sekelas Prabowo di suruh jadi cawapresnya Ganjar 😅 . Lo pikir hebat x Ganjar,gilaklo kelas suruh cawapresnya kamu pikir hebat,1
@pwettynxde Pengen nyobain kakanya,nyobain kakanya,0
"Anies, Ganjar n Prabowo adalah 3 putra terbaik bangsa, siapapun maju sbagai capres nanti dan tentu dengan segalah kelebihan dan kekurangan masing2, dengan perspektif pendukung masing2, ayo kita kita jadikan pemilu 14 Peb. 2024  sbgi sarana kedaulatan yg menyenangkan n gembira",putra baik bangsa maju sbagai capres sega lebih kurang perspektif dukung jadi milu sbgi sarana daulat senang gembira,2
@KompasTV Pencitraan Ganjar kejam semena mena dan bodoh ... Memecat orang seenaknya .  Padahal yang dilakukan kepsek itu umum dilakukan seluruh kepala sekolah di Indonesia .  Ganjar ini culas dan berbahaya,citra kejam semena mena bodoh pecat orang kepala sekolah kepala sekolah indonesia culas bahaya,2
@RicKY_KCh tenang ... nanti dilanjutkan pak ganjar 🤟🤟🤟,tenang lanjut,1
@Dennysiregar7 Yg terburuk siapa Den? Ganjar?🤔,buruk,0
@PDI_Perjuangan Ganjar ngak pede kalau maju capres tanpa dukungan jokowi,percaya diri maju capres dukung,0
@Gus_Raharjo Hahaha... Panjang lebar ujungnya sudutkan prabowo Kenapa ngga langsung bilang..  Gue pilih ganjar bukan prabowo..🤣  Gt aja repot..😅,hahaha lebar ujung sudut langsung bilang pilih saja repot,2
@VIVAcoid Kerja @bawaslu_RI itu apa sih???? Si ganjar masih aktif sbg Gub eh malah sibuk bahas relawan.,kerja aktif sibuk bahas rawan,1
@andyinisial_D @Riza_Ganjar_15 @ZZaxian @VIVAcoid 🤫🤫🤫. Jangan berisik,berisik,2
@DokterTifa 🤣🤣🤣artinya siapapun yg menghalangi pak ganjar bakal diterabas ...,halang rabas,2
"Spanduk/ Baliho Prabowo dipasang di KOMPLEK MILITER, nanti dicabut atau nggak oleh pihak TNI ?  Kasus Balihonya GANJAR sdh dicabut dng alasan untuk menjaga netralitas TNI. @Puspen_TNI https://t.co/3kwbYoITip",spanduk baliho pasang komplek militer cabut baliho cabut alas jaga netralitas,2
"Fitnah sinting dari buzzer galau dan stres .... Melindungi harta Cendana katanya 😅😅  Buzzer Ganjar selalu hoax dan fitnah .... Kalian kelompok jahat , cara2 PKI  digunakan . Semoga kelak kalian dibasmi lagi seperti tahun 65 ...",fitnah sinting buzzer galau stres lindung harta cendana buzzer isu bohong fitnah kelompok jahat partai komunis indonesia moga kelak basmi,0
"@KompasTV Jokowi Bentuk Tim Tujuh, Hary Tanoe: Indikasi Beliau Dukung Ganjar  Jokowi = Presiden RI  Presiden RI tidak cawe2 Pilpres 2024 ✅ Presiden RI cawe2 Pilpres 2024❌  Masih bingung dengan logika ini",bentuk tujuh hary tanoe indikasi beliau dukung presiden presiden cawe pilpres presiden cawe pilpres bingung logika,2
"@MarahIchsan Klo cuma nerusin utang, korupsi, kezaliman, itu smua percuma, harus ad program perubahan buat negara, jadilah diri sendiri pak ganjar,,,, itu baru banyak yg dukung... M",kalau nerusin utang korupsi zalim smua program ubah negara dukung,2
@Paltiwest @Puspen_TNI @_TNIAU Lha itu kan Menhan.. ya kali poster baliho ganjar di pemprov jateng jg dicopot.. blok,menhan kali poster baliho pemprov jateng copot blok,1
"@AndiSinulingga Untuk membasmi korupsi dan membasmi otak serakah ya harus begitu,,jiwa beragama tapi masih tangan mendapatkan hasil yg kotor lalu ingin hidup menipu hati diri sendiri,,jadi apa arti hidup didunia klo menghalalkan yg haram,, berpolitik lah dgn kebenaran seperti Ganjar Pranowo",basmi korupsi basmi otak serakah jiwa agama tangan hasil kotor hidup tipu hati arti hidup dunia kalau halal haram politik benar,2
@abwnews_ Rakyat ya ikutan kades biar gampang urusan nantinya. Kades pak ganjar rakyat ya pak ganjar. Kecuali rakyat 212 mantan fpi  hti pasti dukung anis,rakyat ikut kades gampang urus kades rakyat rakyat mantan dukung anis,0
@CNNIndonesia Misi sujatmika adl ingin mempersatukan ganjar dan prabowo..utk capres dan cawapres... Supaya 1x putaran pilpres selesai... Penghematan biaya pemilu berpuluh trilyun. Semoga sukses,misi sujatmika satu capres cawapres putar pilpres selesai hemat biaya milu puluh trilyun moga sukses,1
"Baju Kampanye Ganjar Mulai Dikomentari PKS, Mardani Ali sebut Kurang Berani https://t.co/gGfZ52jhqM",baju kampanye komentar mardani berani,0
"Hitam Putih bukan Abu Abu..  Desain khusus dari Pak Presiden Joko Widodo untuk Pak Ganjar Pranowo .   Kenapa hitam-putih? Saya sampaikan bahwa saya bukan orang abu-abu. Ketika kita bersikap pada suatu keputusan yang sulit, Anda mau pilih yang mana? Hitam atau putih,""… https://t.co/LCuu6mNc8h""",hitam putih desain khusus presiden joko widodo hitam putih orang sikap putus sulit pilih hitam putih,0
@Joker_Wedoks Klo emng all president man knapa gak disatuin aj ganjar prabowo?? Skalian menguji niat prabowo tulus ngelanjutin program ato pake strategi soft kyk bunglon..krn strategi hard yg dipake 2 x gagal,kalau memang president laki dewasa knapa disatuin sekali uji niat tulus ngelanjutin program pakai strategi soft kayak bunglon strategi hard pakai gagal,0
@yusuf_dumdum Jokowi tugaskan 7 orang bantu menangkan Ganjar di pilpres 2024  Jokowi = Presiden RI  Presiden RI cawe2 Pilpres 2024 ❌  Jadi makin aneh logikanya,tugas orang bantu menang pilpres presiden presiden cawe pilpres aneh logika,0
@KakekHalal Jokowi meragukan kemampuan ganjar utk meneruskan program jokowi spt hilirisasi dan ikn... Prabowi mampu meloby investor internasional,ragu mampu terus program hilir prabowi meloby investor internasional,0
@Tan_Mar3M Pilih Ganjar https://t.co/5vdnWkmwgf,pilih,1
@Riza_Ganjar_15 @haechaneon @rujakcingvr @tanyarlfes nape si ni org,nape orang,2
@_bangagoengDuA @PDI_Perjuangan @Gerindra PDIP itu Partai yg teguh pada prinsip. Mustahil ganjar sdh diputuskan oleh ketua umum sbg capres krn takut atau alasan lain lalu berubah ganjar jd wapres. Bukan karakter PDIP spt itu.,partai teguh prinsip mustahil putus ketua capres takut alas ubah jadi wapres karakter,2
"Ruhut.. Kau #Lemot_Nkali  Jokowi tak lagi Percaya Ganjar  Maka nya #Dukung_Prabowo Cemana Kau ini.. Atau Kau memang #TakSuka @jokowi , tak sabar supaya di Ganti cepat2 ? https://t.co/9l324wGCv6",ruhut kamu percaya cemana kamu kamu sabar ganti cepat,2
"@khafafafl Bjir, dunia jdi tau kalaw ak all in ganjar",bjir dunia jadi tahu kalaw,1
"@detikcom Ganjar nih ga punya ide visa inovative ya? Semua yg atur partai, ide jokowi. Ntar mau minum air juga bilangnya disuruh kokowi tiap abis makan harus minum?",visa inovative atur partai minum bilang suruh kokowi habis makan minum,2
"@HelmiFelis_ Ketika Jokowi (PDIP) presiden ada tragedi kanjuruhan catatan kelam dunia sepak bola, 754 Aremania/Aremanita jadi korban , 132 diantaranya tewas  RI jg batal jd tuan rumah pildun U20/2023 krn penolakan politisi PDIP ganjar/koster.   Wajar “akan” bangun stadion kalau ganjar menang?",presiden tragedi kanjuruhan catat kelam dunia sepak bola aremania aremanita korban tewas batal jadi tuan rumah pildun kamu tolak politis koster wajar bangun stadion menang,2
"Menurut survei terbaru, Prabowo berhasil mendapatkan dukungan tertinggi dengan 35,8% suara. Ganjar mengikuti dengan 32,2% dan Anies hanya mendapatkan 21,4%. Wah, tampaknya Prabowo sangat komitmen untuk melanjutkan kebijakan Jokowi ya! #Demokrasi2023",survei baru hasil dukung tinggi suara ikut komitmen lanjut bijak,0
"@triwul82 Ganjar menghibur diri. 2 periode jadi gubernur, jawa tengah tetap banjir, jalan banyak rusak. Mau nyapres saja baru mau dibenerin. Kalau terpilih masa bodoh lagi. Namanya juga petugas partai PDIP.",hibur periode gubernur jawa banjir jalan rusak nyapres dibenerin pilih bodoh nama tugas partai,0
Ada perbedaan Akhlak mendasar #Jokowi_Akhlak_Normal #Ganjar_akhlak_Mesum  Ya beda,beda akhlak dasar beda,0
@Miduk17 Tetap Setia Pilih Mas Ganjar Pranowo https://t.co/cRnWte1Zwo,setia pilih,1
Sebaiknya PGRI menindak lanjuti penyeselanya dng m3ngajukan surat KPD Ganjar utk mambatalkan atau lakukan upaya hukum ke PTUN. Jng sampai sekolah menjadi alat pencitraan.,pgri tindak lanjut sela ngajukan surat untuk mambatalkan laku upaya hukum ptun sekolah alat citra,2
@kohjuk @Arian0072 Info orang ini gimana bang dah kelar blm? https://t.co/4m5aCOuwpa,informasi orang bagaimana kelar,2
@anon_sialan Suara Ganjar nyaring dan merdu saat baca ayat  jadi Imam sholr Zuhur dan Ashar..  🙈🙈🙈,suara nyaring merdu baca ayat imam sholr zuhur ashar,2
@DokterTifa Mba mau anis mau prabowo mau ganjar jadi presiden itu ga ngaruh apa2 sama aj sprt jaman pak Jokowi,mbak anis presiden pengaruh seperti jaman,2
Jokowi Ogah Wariskan Proyek Mangkrak ke Prabowo-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/bm50bRxVOK,mau waris proyek mangkrak cnbc indonesia,1
"Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/ELxBi7E7hj",pamer baju kampanye garis hitam putih rawan detiknews,0
Berita Prabowo :  Sandiaga Uno Ingin Ajak Ganjar dan Prabowo Subianto Tamasya ke Danau Toba - https://t.co/Z1QE1sPB8z #Prabowo #BangkitBersama https://t.co/o8Jf57stHK,berita sandiaga ajak subianto tamasya danau toba,1
Berita Prabowo :  Jokowi Ogah Wariskan Proyek Mangkrak ke Prabowo Subianto-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https://t.co/uVl052TOIj,berita mau waris proyek mangkrak subianto cnbc indonesia,2
"Berita Prabowo :  Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo Subianto: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/b1Ue68WpcA",berita pamer baju kampanye garis hitam putih rawan subianto detiknews,1
"Hitam jahat ditolak, putih benar dipilih itu simbol baju hitam putih pendukung Ganjar.",hitam jahat tolak putih pilih simbol baju hitam putih dukung,2
Bawaslu Usut Baliho Capres Ganjar Pranowo yang Dicopot oleh Anggota TNI di Kalteng https://t.co/vXonbJhPPH,bawaslu usut baliho capres copot anggota kalteng,2
"@DokterTifa Anda ini sudah menjadi Tuhan di bumi, Allah yang menentukan takdir hambanya sesuai dengan kadar usaha dan doanya. Insya Allah Ganjar Pranowo dan pendukung berbaris menjemput takdir Allah SWT jadi Presiden Indonesia berikutnya 🤲🤲",tuhan bumi allah tentu takdir hamba sesuai kadar usaha doa insya allah dukung bar jemput takdir allah presiden indonesia,0
@rustamgultom2 @ajengcute16__ @ganjarpranowo Bersama ganjar nonton bokep..  Wowww... Akun NKRI penonton bokep anak PKI.. hhhhhhhh...,nonton porno wowww akun nkri tonton porno anak partai komunis indonesia hhhhhhhh,1
@yusuf_dumdum Emang jokowi siapa di partai banteng.. Sama2 petugas partai bareng si uban ganjar.. Sama2 pesuruh emak banteng..  Klo menurut logika sih dua2nya kaga pantes jadi presiden.. Cuma karena banteng berkuasa saja apapun jadi.. Cuiiihh,memang partai banteng tugas partai bareng uban suruh emak banteng kalau logika pantas presiden banteng kuasa apa cuiiihh,0
@PetitahP Kualitas Ganjar di bawah Trimedya dan Efendi?  Mbelgedhes,kualitas trimedya efendi mbelgedhes,2
@lhayesno @yunartowijaya @budimandjatmiko Setuju Tetep ganjar josss,tuju tetap,2
"Sebelumnya, Hendra adalah salah satu tokoh yg menginisiasi relawan pendukung capres Ganjar Pranowo bernama Ganjar Rumpun Desa atau Garuda.  #IkhlasBerjuangBersamaPrabowo #PrabowoUntukIndonesia #PrabowoAja  https://t.co/2hZK5GswYk https://t.co/rZv2oCz4n4",hendra salah tokoh inisiasi rawan dukung capres nama rumpun desa garuda,1
"@kurawa Katanya dukung ganjar, tapi kadernya wkwkwwkk, ampass",dukung kader wkwkwwkk ampa,2
Woi @bawaslu_RI apa yg mau diusut tolol?? Uda jelas² daerah TNI kok.. Lu timses nya ganjar???,usut tolol daerah kamu timses,2
"Ada yang nanya..  Bang, lu kok sekarang lebih senang bicarain Ganjar ma Prabowo doang ? Kok ga Anies sekalian ?""  Gua jawab, ""Capek juga gua bro disuruh BOS cari kesalahannye Anies ?""  (Versi aslinya,cuma pura- pura sok pinter).""",tanya kamu senang bicarain sama doang cape saudara laki suruh cari kesalahannye versi asli pura pura pinter,2
@satriohendri @budimandjatmiko @prabowo Berarti Ganjar - probowo donk  😂😂😂,probowo donk,2
"@psi_id Apa giring tetap berani kalo pak jokowi support prabowo?enggalah, pasti ujungnya ganjar.",giring berani support enggalah ujung,2
@giribatjo56 @jansen_jsp mari dukung ganjar 👇 https://t.co/WjaZHt2knP,dukung,1
@democrazymedia Bawaslu itu milik PDIP dan ganjar.,bawaslu milik,0
"@IbuNe_neng Ah keburu di ujung kelamaan, mau onani aja dengerin arahan dulu 😃",lanjur akhir onani dengerin arah,1
"@AndiSinulingga Main sanksi seperti itu jadi bumerang loh,tdk menutup kemungkinan guru2 se Jateng akan benci tdk akan pilih den Ganjar",main sanksi bumerang tutup guru jateng benci pilih,1
@DokterTifa Dokter ngomong klenik ? Dokter bukan sih ? Atau otakmu udah gak bisa berpikir sehat ? Atau terlalu stres ngurusin jokowi dan ganjar ? Jilbab itu buat pajangan doang kah ?,dokter bicara klenik dokter otak pikir sehat stres ngurusin jilbab pajang doang,1
@yunartowijaya @budimandjatmiko Dalam politik akan selalu ada 2 hal cara pandang: yaitu taktis dan strategis. Apapun itu semoga Ganjar Menang. #eaaa https://t.co/AWx9mYxwEZ,politik pandang taktis strategis apa moga menang,0
ERICKTHOHIRNEWS|  Erick Thohir Akui Sering Jalin Komunikasi dengan Ganjar dan Prabowo - https://t.co/HnnNqPJgcI | BangkitBersamaET  https://t.co/xpTqYMUTJX,erickthohirnews erick thohir aku jalin komunikasi bangkitbersamaet,0
"@KompasTV Kali ini saya setuju sama pak ganjar.mengingat jateng masuk provinsi miskin,kasiam para ortu yang tidak mampu membayar tingginya biaya sekolah.",kali tuju jateng masuk provinsi miskin kasiam orang tua bayar tinggi biaya sekolah,0
@Dennysiregar7 Iya Ganjar Uda benar pemimpin yg gagal karna JATENG masuk urutan ke 17 propinsi termiskin di Indonesia..gimana ceritanya kalau jadi presiden..jangan pilih Ganjar kalau kita ga mau jatu miskin .,pimpin gagal jateng masuk urut propinsi miskin indonesia bagaimana cerita presiden pilih jatu miskin,0
"@WiyonoSSaputro1 @prabowo @ganjarpranowo @jokowi Sungguh... dari dulu saya berharap demikian... Ganjar-Prabowo....!!! Sebab serba efisien...  1. Efisien waktu &amp  biaya : dipastikan menang 1 putaran  2. Efisien visi, misi &amp  program : sama2 berkomitmen melanjutkan program Jokowi dan akan sangat mudah meramu kabinet kerjanya.",sungguh harap serba efisien efisien biaya menang putar efisien visi misi program komitmen lanjut program mudah ramu kabinet kerja,1
"@Hasbil_Lbs @ganjarpranowo Ganjar tuannya rakyat,rakyat yg mana nih kan sdh jelas perintah Ketum PDIP hrs bilang sbg petugas partai",tuan rakyat rakyat perintah ketua umum bilang tugas partai,1
"@Hasbil_Lbs @ganjarpranowo Betul sekali,ganjar sontoloyo",sontoloyo,1
"Para Surveyor di tantang  utk bisa menyakinkan Public ....krn sdh sulit dipercaya oleh Public. Sepertinya Public sdh apatis   6 Survei Capres Anies-Prabowo-Ganjar, Ini Sosok Paling Unggul https://t.co/aBDSYJp3TX",surveyor tantang menyakinkan public sulit percaya public public apatis survei capres sosok unggul,0
"@Ryogartshop1 @ganjarpranowo Kekayaan Indonesia Meroket, dan akan diteruskan oleh Pak Ganjar Pranowo https://t.co/MZl05bfIgH",kaya indonesia roket terus,1
"@KhaliqRidwan1 @ganjarpranowo kalau yang sono banggain Kakeknya, haaa Karena penerus Jokowi, Pak Ganjar akan koordinasi inten dengan Pak jokowi",sono banggain kakek haaa terus koordinasi inten,0
"@AgusPra17277810 @Trending_Issue @ParthaSaderi sejak kapan data itu muncul,? padahal kata puan sendiri jateng jd propensi termiskin, bahkan ganjar sendiri ngaku di gagal https://t.co/jmGGcywZOg",data muncul jateng jadi propensi miskin aku gagal,0
@Dennysiregar7 Betulll.. Ganjar harus dicegah berkuasa,betul cegah kuasa,1
"@Hasbil_Lbs @ganjarpranowo Aduh, begini main politik anak muda? Malu, ah. Anda sendiri saja coba ajukan diri sebagai capres ke koalisi partai, lalu adu dengan Ganjar Pranowo saat pemilihan nanti. Kalau Anda menang, ya, hebat.",aduh main politik anak muda malu coba aju capres koalisi partai pilih menang hebat,1
@yaniarsim @Sjaechu @ganjarpranowo KALIAN  AKAN MENJADI  KORBAN.5 TH...PENDERITAAN  SECARA NASIONAL JK  KALIAN PILIH GANJAR......... WALAU  ITU  HAK  ASAZI  ANDA....BERPIKIR LAH.PUNYA PRESIDEN  SETIAP BULAN  RAKYAT  SECARA ADIL MENDAPATKAN  ..BAGIAN HASIL  USAHA DAN KEKAYAAN  INDONESI.INGAT  MAHFUD. 30 JUTA/KEPALA,korban derita nasional pilih asazi pikir presiden rakyat adil hasil usaha kaya indonesi mahfud juta kepala,2
@eddy_widodo_165 Kelihatan JELAS PDIP tidak ALL OUT untuk dukung pak Ganjar pranowo SEBAGIAN masih berkeliaran ke sana ke Mari,dukung liar,1
@Hasbil_Lbs @ganjarpranowo 🤣🤣🤣sumpah baru liat bio ganjar🤣🤣🤣🤣kocak yah  Besok pasti diganti itu tuan menjadi tuhan,sumpah lihat kocak besok ganti tuan tuhan,2
"Wong ga ada nilai jual kok, ga ada prestasi apa2.. fakta jateng itu 2 periode apa hasilnya??  BuzzeRp kawanan tempurung  share berita2 penghargaan, prestasi ganjar apa sih yg di hargai?? Cek jateng, baru2 inibmuncul penghargaan2 pas mo nyapressss  Rakyat melihat dan menilai,",nilai jual prestasi fakta jateng periode hasil buzzerp kawan tempurung share berita harga prestasi harga jateng inibmuncul harga nyapre rakyat nilai,2
@ruhutsitompul Anis terdepan...jangan pernah pilih Ganjar kalau kita ga ingin jatu miskin..,anis depan pilih jatu miskin,1
"PKS Sebut Baju Kampanye Ganjar Kurang Cerah dan Berani, Tak Seperti Jokowi Dulu https://t.co/8TSnSjfFeR https://t.co/QgyuTyvIkh",baju kampanye cerah berani,0
Silaturrahmi Majelis Fatayat Kabupaten Pasuruan Serta Berikan Bantuan Air Mineral Botol.  #santridukungganjar #santridukungganjarjatim #ganjarpranowo #ganjarpresiden #ganjarforpresident2024 #ganjarpresiden2024 https://t.co/6QPwTy9IfO,silaturrahmi majelis fatayat kabupaten pasuruan bantu mineral botol,1
Silaturrahmi Majelis Fatayat Kabupaten Pasuruan Serta Berikan Bantuan Air Mineral Botol.  #santridukungganjar #santridukungganjarjatim #ganjarpranowo #ganjarpresiden #ganjarforpresident2024 #ganjarpresiden2024 https://t.co/2k7DC9SckL,silaturrahmi majelis fatayat kabupaten pasuruan bantu mineral botol,0
