full_text,text_clean,label,tokens,lemma
"@MarahIchsan Klo cuma nerusin utang, korupsi, kezaliman, itu smua percuma, harus ad program perubahan buat negara, jadilah diri sendiri pak ganjar,,,, itu baru banyak yg dukung... M",kalau cuma nerusin utang korupsi zalim smua percuma program ubah buat negara jadi diri sendiri ganjar baru banyak dukung,2,"['kalau', 'cuma', 'nerusin', 'utang', 'korupsi', 'zalim', 'smua', 'percuma', 'program', 'ubah', 'buat', 'negara', 'jadi', 'diri', 'sendiri', 'ganjar', 'baru', 'banyak', 'dukung']",nerusin utang korupsi zalim smua program ubah negara ganjar dukung
Ganjar Pranowo antikorupsi #GanjarCapres https,ganjar pranowo antikorupsi,1,"['ganjar', 'pranowo', 'antikorupsi']",ganjar pranowo antikorupsi
"@AndiSinulingga Untuk membasmi korupsi dan membasmi otak serakah ya harus begitu,,jiwa beragama tapi masih tangan mendapatkan hasil yg kotor lalu ingin hidup menipu hati diri sendiri,,jadi apa arti hidup didunia klo menghalalkan yg haram,, berpolitik lah dgn kebenaran seperti Ganjar Pranowo",basmi korupsi basmi otak serakah begitu jiwa agama masih tangan dapat hasil kotor lalu hidup tipu hati diri sendiri jadi arti hidup dunia kalau halal haram politik benar ganjar pranowo,2,"['basmi', 'korupsi', 'basmi', 'otak', 'serakah', 'begitu', 'jiwa', 'agama', 'masih', 'tangan', 'dapat', 'hasil', 'kotor', 'lalu', 'hidup', 'tipu', 'hati', 'diri', 'sendiri', 'jadi', 'arti', 'hidup', 'dunia', 'kalau', 'halal', 'haram', 'politik', 'benar', 'ganjar', 'pranowo']",basmi korupsi basmi otak serakah jiwa agama tangan hasil kotor hidup tipu hati hidup dunia halal haram politik ganjar pranowo
@abwnews_ Rakyat ya ikutan kades biar gampang urusan nantinya. Kades pak ganjar rakyat ya pak ganjar. Kecuali rakyat 212 mantan fpi  hti pasti dukung anis,rakyat ikut kades gampang urus nanti kades ganjar rakyat ganjar rakyat mantan dukung anis,2,"['rakyat', 'ikut', 'kades', 'gampang', 'urus', 'nanti', 'kades', 'ganjar', 'rakyat', 'ganjar', 'rakyat', 'mantan', 'dukung', 'anis']",rakyat kades gampang urus kades ganjar rakyat ganjar rakyat mantan dukung anis
@CNNIndonesia Misi sujatmika adl ingin mempersatukan ganjar dan prabowo..utk capres dan cawapres... Supaya 1x putaran pilpres selesai... Penghematan biaya pemilu berpuluh trilyun. Semoga sukses,misi sujatmika satu ganjar prabowo capres cawapres putar pilpres selesai hemat biaya milu puluh trilyun moga sukses,1,"['misi', 'sujatmika', 'satu', 'ganjar', 'prabowo', 'capres', 'cawapres', 'putar', 'pilpres', 'selesai', 'hemat', 'biaya', 'milu', 'puluh', 'trilyun', 'moga', 'sukses']",misi sujatmika ganjar prabowo capres cawapres putar pilpres selesai hemat biaya milu puluh trilyun moga sukses
"Baju Kampanye Ganjar Mulai Dikomentari PKS, Mardani Ali sebut Kurang Berani https://t.co/gGfZ52jhqM",baju kampanye ganjar mulai komentar mardani sebut kurang berani,0,"['baju', 'kampanye', 'ganjar', 'mulai', 'komentar', 'mardani', 'sebut', 'kurang', 'berani']",baju kampanye ganjar komentar mardani berani
"Hitam Putih bukan Abu Abu..  Desain khusus dari Pak Presiden Joko Widodo untuk Pak Ganjar Pranowo .   Kenapa hitam-putih? Saya sampaikan bahwa saya bukan orang abu-abu. Ketika kita bersikap pada suatu keputusan yang sulit, Anda mau pilih yang mana? Hitam atau putih,""� https://t.co/LCuu6mNc8h""",hitam putih bukan desain khusus presiden joko widodo ganjar pranowo hitam putih sampai saya bukan orang kita sikap suatu putus sulit pilih mana hitam putih,1,"['hitam', 'putih', 'bukan', 'desain', 'khusus', 'presiden', 'joko', 'widodo', 'ganjar', 'pranowo', 'hitam', 'putih', 'sampai', 'saya', 'bukan', 'orang', 'kita', 'sikap', 'suatu', 'putus', 'sulit', 'pilih', 'mana', 'hitam', 'putih']",hitam putih desain presiden joko widodo ganjar pranowo hitam putih sikap putus sulit pilih hitam putih
@Joker_Wedoks Klo emng all president man knapa gak disatuin aj ganjar prabowo?? Skalian menguji niat prabowo tulus ngelanjutin program ato pake strategi soft kyk bunglon..krn strategi hard yg dipake 2 x gagal,kalau memang presiden laki-lakidewasa disatuin ganjar prabowo sekali uji niat prabowo tulus ngelanjutin program pakai strategi soft kayak bunglon strategi hard pakai gagal,0,"['kalau', 'memang', 'presiden', 'laki-lakidewasa', 'disatuin', 'ganjar', 'prabowo', 'sekali', 'uji', 'niat', 'prabowo', 'tulus', 'ngelanjutin', 'program', 'pakai', 'strategi', 'soft', 'kayak', 'bunglon', 'strategi', 'hard', 'pakai', 'gagal']",presiden laki-lakidewasa disatuin ganjar prabowo uji niat prabowo tulus ngelanjutin program pakai strategi soft kayak bunglon strategi hard pakai gagal
@yusuf_dumdum Jokowi tugaskan 7 orang bantu menangkan Ganjar di pilpres 2024  Jokowi = Presiden RI  Presiden RI cawe2 Pilpres 2024 ?  Jadi makin aneh logikanya,jokowi tugas orang bantu menang ganjar pilpres jokowi presiden presiden cawe pilpres jadi makin aneh logika,2,"['jokowi', 'tugas', 'orang', 'bantu', 'menang', 'ganjar', 'pilpres', 'jokowi', 'presiden', 'presiden', 'cawe', 'pilpres', 'jadi', 'makin', 'aneh', 'logika']",jokowi tugas bantu menang ganjar pilpres jokowi presiden presiden cawe pilpres aneh logika
@KakekHalal Jokowi meragukan kemampuan ganjar utk meneruskan program jokowi spt hilirisasi dan ikn... Prabowi mampu meloby investor internasional,jokowi ragu mampu ganjar terus program jokowi hilir prabowi mampu meloby investor internasional,2,"['jokowi', 'ragu', 'mampu', 'ganjar', 'terus', 'program', 'jokowi', 'hilir', 'prabowi', 'mampu', 'meloby', 'investor', 'internasional']",jokowi ragu ganjar terus program jokowi hilir prabowi meloby investor internasional
@Tan_Mar3M Pilih Ganjar https,pilih ganjar,1,"['pilih', 'ganjar']",pilih ganjar
@Riza_Ganjar_15 @haechaneon @rujakcingvr @tanyarlfes nape si ni org,orang,0,['orang'],
@_bangagoengDuA @PDI_Perjuangan @Gerindra PDIP itu Partai yg teguh pada prinsip. Mustahil ganjar sdh diputuskan oleh ketua umum sbg capres krn takut atau alasan lain lalu berubah ganjar jd wapres. Bukan karakter PDIP spt itu.,pdip partai teguh prinsip mustahil ganjar putus ketua umum capres takut alas lalu ubah ganjar jadi wapres bukan karakter pdip,0,"['pdip', 'partai', 'teguh', 'prinsip', 'mustahil', 'ganjar', 'putus', 'ketua', 'umum', 'capres', 'takut', 'alas', 'lalu', 'ubah', 'ganjar', 'jadi', 'wapres', 'bukan', 'karakter', 'pdip']",pdip partai teguh prinsip mustahil ganjar putus ketua umum capres takut alas ubah ganjar wapres karakter pdip
"Ruhut.. Kau #Lemot_Nkali  Jokowi tak lagi Percaya Ganjar  Maka nya #Dukung_Prabowo Cemana Kau ini.. Atau Kau memang #TakSuka @jokowi , tak sabar supaya di Ganti cepat2 ? https://t.co/9l324wGCv6",ruhut kamu jokowi lagi percaya ganjar bagaimana kamu kamu memang sabar ganti cepat,2,"['ruhut', 'kamu', 'jokowi', 'lagi', 'percaya', 'ganjar', 'bagaimana', 'kamu', 'kamu', 'memang', 'sabar', 'ganti', 'cepat']",ruhut jokowi percaya ganjar sabar ganti cepat
"@khafafafl Bjir, dunia jdi tau kalaw ak all in ganjar",anjing dunia jadi tahu kalau ganjar,1,"['anjing', 'dunia', 'jadi', 'tahu', 'kalau', 'ganjar']",anjing dunia ganjar
@tempodotco ABG Asal Bukan Ganjar,asal bukan ganjar,2,"['asal', 'bukan', 'ganjar']",ganjar
"@detikcom Ganjar nih ga punya ide visa inovative ya? Semua yg atur partai, ide jokowi. Ntar mau minum air juga bilangnya disuruh kokowi tiap abis makan harus minum?",ganjar punya visa inovatif semua atur partai jokowi minum bilang suruh kokowi tiap habis makan minum,2,"['ganjar', 'punya', 'visa', 'inovatif', 'semua', 'atur', 'partai', 'jokowi', 'minum', 'bilang', 'suruh', 'kokowi', 'tiap', 'habis', 'makan', 'minum']",ganjar visa inovatif atur partai jokowi minum bilang suruh kokowi habis makan minum
"@HelmiFelis_ Ketika Jokowi (PDIP) presiden ada tragedi kanjuruhan catatan kelam dunia sepak bola, 754 Aremania/Aremanita jadi korban , 132 diantaranya tewas  RI jg batal jd tuan rumah pildun U20/2023 krn penolakan politisi PDIP ganjar/koster.   Wajar �akan� bangun stadion kalau ganjar menang?",jokowi pdip presiden tragedi kanjuruhan catat kelam dunia sepak bola aremania aremanita jadi korban antara tewas batal jadi tuan rumah pildun kamu tolak politis pdip ganjar koster wajar bangun stadion kalau ganjar menang,2,"['jokowi', 'pdip', 'presiden', 'tragedi', 'kanjuruhan', 'catat', 'kelam', 'dunia', 'sepak', 'bola', 'aremania', 'aremanita', 'jadi', 'korban', 'antara', 'tewas', 'batal', 'jadi', 'tuan', 'rumah', 'pildun', 'kamu', 'tolak', 'politis', 'pdip', 'ganjar', 'koster', 'wajar', 'bangun', 'stadion', 'kalau', 'ganjar', 'menang']",jokowi pdip presiden tragedi kanjuruhan catat kelam dunia sepak bola aremania aremanita korban tewas batal tuan rumah pildun tolak politis pdip ganjar koster wajar bangun stadion ganjar menang
"Menurut survei terbaru, Prabowo berhasil mendapatkan dukungan tertinggi dengan 35,8% suara. Ganjar mengikuti dengan 32,2% dan Anies hanya mendapatkan 21,4%. Wah, tampaknya Prabowo sangat komitmen untuk melanjutkan kebijakan Jokowi ya! #Demokrasi2023",survei baru prabowo hasil dapat dukung tinggi suara ganjar ikut anies dapat tampak prabowo sangat komitmen lanjut bijak jokowi,0,"['survei', 'baru', 'prabowo', 'hasil', 'dapat', 'dukung', 'tinggi', 'suara', 'ganjar', 'ikut', 'anies', 'dapat', 'tampak', 'prabowo', 'sangat', 'komitmen', 'lanjut', 'bijak', 'jokowi']",survei prabowo hasil dukung tinggi suara ganjar anies prabowo komitmen lanjut bijak jokowi
"@triwul82 Ganjar menghibur diri. 2 periode jadi gubernur, jawa tengah tetap banjir, jalan banyak rusak. Mau nyapres saja baru mau dibenerin. Kalau terpilih masa bodoh lagi. Namanya juga petugas partai PDIP.",ganjar hibur diri periode jadi gubernur jawa tengah tetap banjir jalan banyak rusak nyapres baru dibenerin kalau pilih masa bodoh nama tugas partai pdip,2,"['ganjar', 'hibur', 'diri', 'periode', 'jadi', 'gubernur', 'jawa', 'tengah', 'tetap', 'banjir', 'jalan', 'banyak', 'rusak', 'nyapres', 'baru', 'dibenerin', 'kalau', 'pilih', 'masa', 'bodoh', 'nama', 'tugas', 'partai', 'pdip']",ganjar hibur periode gubernur jawa tengah tetap banjir jalan rusak nyapres dibenerin pilih bodoh nama tugas partai pdip
Ada perbedaan Akhlak mendasar #Jokowi_Akhlak_Normal #Ganjar_akhlak_Mesum  Ya beda,beda akhlak dasar beda,0,"['beda', 'akhlak', 'dasar', 'beda']",beda akhlak dasar beda
@Miduk17 Tetap Setia Pilih Mas Ganjar Pranowo https,tetap setia pilih ganjar pranowo,1,"['tetap', 'setia', 'pilih', 'ganjar', 'pranowo']",tetap setia pilih ganjar pranowo
"Tahun 2024 PDIP diambang kehancuran, terutama setelah mencapreskan Ganjar yang penuh masalah dan zero prestasi. Lengkap sudah jalan menuju kehancuran  Sudah saatnya PDIP tenggelam  https://t.co/GKb1uz7TF5",tahun pdip ambang hancur utama mencapreskan ganjar penuh masalah zero prestasi lengkap jalan tuju hancur saat pdip tenggelam,2,"['tahun', 'pdip', 'ambang', 'hancur', 'utama', 'mencapreskan', 'ganjar', 'penuh', 'masalah', 'zero', 'prestasi', 'lengkap', 'jalan', 'tuju', 'hancur', 'saat', 'pdip', 'tenggelam']",tahun pdip ambang hancur utama mencapreskan ganjar penuh zero prestasi lengkap jalan hancur pdip tenggelam
@kohjuk @Arian0072 Info orang ini gimana bang dah kelar blm? https,informasi orang bagaimana kelar,0,"['informasi', 'orang', 'bagaimana', 'kelar']",informasi kelar
@anon_sialan Suara Ganjar nyaring dan merdu saat baca ayat  jadi Imam sholr Zuhur dan Ashar..  ??????,suara ganjar nyaring merdu baca ayat jadi imam sholat zuhur ashar,1,"['suara', 'ganjar', 'nyaring', 'merdu', 'baca', 'ayat', 'jadi', 'imam', 'sholat', 'zuhur', 'ashar']",suara ganjar nyaring merdu baca ayat imam sholat zuhur ashar
@DokterTifa Mba mau anis mau prabowo mau ganjar jadi presiden itu ga ngaruh apa2 sama aj sprt jaman pak Jokowi,mbak anis prabowo ganjar jadi presiden pengaruh sama seperti jaman jokowi,0,"['mbak', 'anis', 'prabowo', 'ganjar', 'jadi', 'presiden', 'pengaruh', 'sama', 'seperti', 'jaman', 'jokowi']",mbak anis prabowo ganjar presiden pengaruh jaman jokowi
"Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/ELxBi7E7hj",ganjar pamer baju kampanye garis hitam putih rawan prabowo juga punya detiknews,0,"['ganjar', 'pamer', 'baju', 'kampanye', 'garis', 'hitam', 'putih', 'rawan', 'prabowo', 'juga', 'punya', 'detiknews']",ganjar pamer baju kampanye garis hitam putih rawan prabowo detiknews
Berita Prabowo ,berita prabowo,0,"['berita', 'prabowo']",berita prabowo
"Berita Prabowo :  Ganjar Pamer Baju Kampanye Garis Hitam-Putih, Relawan Prabowo Subianto: Kami Juga Punya - detikNews #Prabowo #BangkitBersama https://t.co/b1Ue68WpcA",berita prabowo ganjar pamer baju kampanye garis hitam putih rawan prabowo subianto juga punya detiknews,0,"['berita', 'prabowo', 'ganjar', 'pamer', 'baju', 'kampanye', 'garis', 'hitam', 'putih', 'rawan', 'prabowo', 'subianto', 'juga', 'punya', 'detiknews']",berita prabowo ganjar pamer baju kampanye garis hitam putih rawan prabowo subianto detiknews
"Hitam jahat ditolak, putih benar dipilih itu simbol baju hitam putih pendukung Ganjar.",hitam jahat tolak putih benar pilih simbol baju hitam putih dukung ganjar,0,"['hitam', 'jahat', 'tolak', 'putih', 'benar', 'pilih', 'simbol', 'baju', 'hitam', 'putih', 'dukung', 'ganjar']",hitam jahat tolak putih pilih simbol baju hitam putih dukung ganjar
Bawaslu Usut Baliho Capres Ganjar Pranowo yang Dicopot oleh Anggota TNI di Kalteng https,bawaslu usut baliho capres ganjar pranowo copot anggota kalteng,0,"['bawaslu', 'usut', 'baliho', 'capres', 'ganjar', 'pranowo', 'copot', 'anggota', 'kalteng']",bawaslu usut baliho capres ganjar pranowo copot anggota kalteng
"@DokterTifa Anda ini sudah menjadi Tuhan di bumi, Allah yang menentukan takdir hambanya sesuai dengan kadar usaha dan doanya. Insya Allah Ganjar Pranowo dan pendukung berbaris menjemput takdir Allah SWT jadi Presiden Indonesia berikutnya ????",sudah jadi tuhan bumi allah tentu takdir hamba sesuai kadar usaha doa insya allah ganjar pranowo dukung bar jemput takdir allah jadi presiden indonesia ikut,1,"['sudah', 'jadi', 'tuhan', 'bumi', 'allah', 'tentu', 'takdir', 'hamba', 'sesuai', 'kadar', 'usaha', 'doa', 'insya', 'allah', 'ganjar', 'pranowo', 'dukung', 'bar', 'jemput', 'takdir', 'allah', 'jadi', 'presiden', 'indonesia', 'ikut']",tuhan bumi allah takdir hamba sesuai usaha doa insya allah ganjar pranowo dukung bar jemput takdir allah presiden indonesia
@rustamgultom2 @ajengcute16__ @ganjarpranowo Bersama ganjar nonton bokep..  Wowww... Akun NKRI penonton bokep anak PKI.. hhhhhhhh...,sama ganjar nonton porno wowww akun nkri tonton porno anak partaikomunisindonesia hhhhhhhh,2,"['sama', 'ganjar', 'nonton', 'porno', 'wowww', 'akun', 'nkri', 'tonton', 'porno', 'anak', 'partaikomunisindonesia', 'hhhhhhhh']",ganjar nonton porno akun nkri tonton porno anak partaikomunisindonesia
@yusuf_dumdum Emang jokowi siapa di partai banteng.. Sama2 petugas partai bareng si uban ganjar.. Sama2 pesuruh emak banteng..  Klo menurut logika sih dua2nya kaga pantes jadi presiden.. Cuma karena banteng berkuasa saja apapun jadi.. Cuiiihh,memang jokowi siapa partai banteng sama tugas partai bareng uban ganjar sama suruh emak banteng kalau logika pantas jadi presiden cuma banteng kuasa apa jadi cuiiihh,2,"['memang', 'jokowi', 'siapa', 'partai', 'banteng', 'sama', 'tugas', 'partai', 'bareng', 'uban', 'ganjar', 'sama', 'suruh', 'emak', 'banteng', 'kalau', 'logika', 'pantas', 'jadi', 'presiden', 'cuma', 'banteng', 'kuasa', 'apa', 'jadi', 'cuiiihh']",jokowi partai banteng tugas partai bareng uban ganjar suruh emak banteng logika presiden banteng kuasa cuiiihh
@PetitahP Kualitas Ganjar di bawah Trimedya dan Efendi?  Mbelgedhes,kualitas ganjar bawah trimedya efendi buruk,2,"['kualitas', 'ganjar', 'bawah', 'trimedya', 'efendi', 'buruk']",kualitas ganjar trimedya efendi buruk
@lhayesno @yunartowijaya @budimandjatmiko Setuju Tetep ganjar josss,tuju tetap ganjar,1,"['tuju', 'tetap', 'ganjar']",tetap ganjar
"Sebelumnya, Hendra adalah salah satu tokoh yg menginisiasi relawan pendukung capres�Ganjar Pranowo�bernama Ganjar Rumpun Desa atau Garuda.  #IkhlasBerjuangBersamaPrabowo #PrabowoUntukIndonesia #PrabowoAja  https://t.co/2hZK5GswYk https://t.co/rZv2oCz4n4",belum hendra salah satu tokoh inisiasi rawan dukung capres ganjar pranowo nama ganjar rumpun desa garuda,0,"['belum', 'hendra', 'salah', 'satu', 'tokoh', 'inisiasi', 'rawan', 'dukung', 'capres', 'ganjar', 'pranowo', 'nama', 'ganjar', 'rumpun', 'desa', 'garuda']",hendra salah tokoh inisiasi rawan dukung capres ganjar pranowo nama ganjar rumpun desa garuda
"@kurawa Katanya dukung ganjar, tapi kadernya wkwkwwkk, ampass",kata dukung ganjar kader wkwkwwkk ampa,2,"['kata', 'dukung', 'ganjar', 'kader', 'wkwkwwkk', 'ampa']",dukung ganjar kader wkwkwwkk ampa
Woi @bawaslu_RI apa yg mau diusut tolol?? Uda jelas� daerah TNI kok.. Lu timses nya ganjar???,usut tolol jelas daerah kamu timses ganjar,2,"['usut', 'tolol', 'jelas', 'daerah', 'kamu', 'timses', 'ganjar']",usut tolol daerah timses ganjar
"Ada yang nanya..  Bang, lu kok sekarang lebih senang bicarain Ganjar ma Prabowo doang ? Kok ga Anies sekalian ?""  Gua jawab, ""Capek juga gua bro disuruh BOS cari kesalahannye Anies ?""  (Versi aslinya,cuma pura- pura sok pinter).""",tanya kamu sekarang lebih senang bicarain ganjar sama prabowo doang anies sekali jawab cape saudaralaki-laki suruh cari kesalahannye anies versi asli cuma pura pura pinter,0,"['tanya', 'kamu', 'sekarang', 'lebih', 'senang', 'bicarain', 'ganjar', 'sama', 'prabowo', 'doang', 'anies', 'sekali', 'jawab', 'cape', 'saudaralaki-laki', 'suruh', 'cari', 'kesalahannye', 'anies', 'versi', 'asli', 'cuma', 'pura', 'pura', 'pinter']",senang bicarain ganjar prabowo doang anies cape saudaralaki-laki suruh cari kesalahannye anies versi asli pura pura pinter
@satriohendri @budimandjatmiko @prabowo Berarti Ganjar - probowo donk  ??????,arti ganjar probowo donk,0,"['arti', 'ganjar', 'probowo', 'donk']",ganjar probowo
"@psi_id Apa giring tetap berani kalo pak jokowi support prabowo?enggalah, pasti ujungnya ganjar.",giring tetap berani jokowi support prabowo enggalah ujung ganjar,0,"['giring', 'tetap', 'berani', 'jokowi', 'support', 'prabowo', 'enggalah', 'ujung', 'ganjar']",giring tetap berani jokowi support prabowo enggalah ujung ganjar
@giribatjo56 @jansen_jsp mari dukung ganjar ?? https,dukung ganjar,1,"['dukung', 'ganjar']",dukung ganjar
@democrazymedia Bawaslu itu milik PDIP dan ganjar.,bawaslu milik pdip ganjar,2,"['bawaslu', 'milik', 'pdip', 'ganjar']",bawaslu milik pdip ganjar
"@IbuNe_neng Ah keburu di ujung kelamaan, mau onani aja dengerin arahan dulu ??",lanjur akhir lama onani dengerin arah dulu,2,"['lanjur', 'akhir', 'lama', 'onani', 'dengerin', 'arah', 'dulu']",lanjur onani dengerin arah
"@AndiSinulingga Main sanksi seperti itu jadi bumerang loh,tdk menutup kemungkinan guru2 se Jateng akan benci tdk akan pilih den Ganjar",main sanksi jadi bumerang tutup mungkin guru jateng benci akan pilih ganjar,2,"['main', 'sanksi', 'jadi', 'bumerang', 'tutup', 'mungkin', 'guru', 'jateng', 'benci', 'akan', 'pilih', 'ganjar']",main sanksi bumerang tutup guru jateng benci pilih ganjar
@DokterTifa Dokter ngomong klenik ? Dokter bukan sih ? Atau otakmu udah gak bisa berpikir sehat ? Atau terlalu stres ngurusin jokowi dan ganjar ? Jilbab itu buat pajangan doang kah ?,dokter bicara klenik dokter bukan otak bisa pikir sehat terlalu stres ngurusin jokowi ganjar jilbab buat pajang doang,2,"['dokter', 'bicara', 'klenik', 'dokter', 'bukan', 'otak', 'bisa', 'pikir', 'sehat', 'terlalu', 'stres', 'ngurusin', 'jokowi', 'ganjar', 'jilbab', 'buat', 'pajang', 'doang']",dokter bicara klenik dokter otak pikir sehat stres ngurusin jokowi ganjar jilbab pajang doang
@yunartowijaya @budimandjatmiko Dalam politik akan selalu ada 2 hal cara pandang,politik selalu cara pandang,1,"['politik', 'selalu', 'cara', 'pandang']",politik pandang
ERICKTHOHIRNEWS|  Erick Thohir Akui Sering Jalin Komunikasi dengan Ganjar dan Prabowo - https,erickthohirnews erick thohir aku sering jalin komunikasi ganjar prabowo,0,"['erickthohirnews', 'erick', 'thohir', 'aku', 'sering', 'jalin', 'komunikasi', 'ganjar', 'prabowo']",erick thohir jalin komunikasi ganjar prabowo
"@KompasTV Kali ini saya setuju sama pak ganjar.mengingat jateng masuk provinsi miskin,kasiam para ortu yang tidak mampu membayar tingginya biaya sekolah.",kali tuju sama ganjar ingat jateng masuk provinsi miskin kasihan orangtua tidak mampu bayar tinggi biaya sekolah,1,"['kali', 'tuju', 'sama', 'ganjar', 'ingat', 'jateng', 'masuk', 'provinsi', 'miskin', 'kasihan', 'orangtua', 'tidak', 'mampu', 'bayar', 'tinggi', 'biaya', 'sekolah']",ganjar jateng provinsi miskin kasihan orangtua bayar tinggi biaya sekolah
@Dennysiregar7 Iya Ganjar Uda benar pemimpin yg gagal karna JATENG masuk urutan ke 17 propinsi termiskin di Indonesia..gimana ceritanya kalau jadi presiden..jangan pilih Ganjar kalau kita ga mau jatu miskin .,ganjar benar pimpin gagal jateng masuk urut propinsi miskin indonesia bagaimana cerita kalau jadi presiden jangan pilih ganjar kalau tidak jatuh miskin,2,"['ganjar', 'benar', 'pimpin', 'gagal', 'jateng', 'masuk', 'urut', 'propinsi', 'miskin', 'indonesia', 'bagaimana', 'cerita', 'kalau', 'jadi', 'presiden', 'jangan', 'pilih', 'ganjar', 'kalau', 'tidak', 'jatuh', 'miskin']",ganjar pimpin gagal jateng urut propinsi miskin indonesia cerita presiden pilih ganjar jatuh miskin
"@WiyonoSSaputro1 @prabowo @ganjarpranowo @jokowi Sungguh... dari dulu saya berharap demikian... Ganjar-Prabowo....!!! Sebab serba efisien...  1. Efisien waktu &amp  biaya : dipastikan menang 1 putaran  2. Efisien visi, misi &amp  program : sama2 berkomitmen melanjutkan program Jokowi dan akan sangat mudah meramu kabinet kerjanya.",sungguh dulu harap ganjar prabowo serba efisien efisien waktu biaya pasti menang putar efisien visi misi program sama komitmen lanjut program jokowi sangat mudah ramu kabinet kerja,1,"['sungguh', 'dulu', 'harap', 'ganjar', 'prabowo', 'serba', 'efisien', 'efisien', 'waktu', 'biaya', 'pasti', 'menang', 'putar', 'efisien', 'visi', 'misi', 'program', 'sama', 'komitmen', 'lanjut', 'program', 'jokowi', 'sangat', 'mudah', 'ramu', 'kabinet', 'kerja']",sungguh harap ganjar prabowo serba efisien efisien waktu biaya menang putar efisien visi misi program komitmen lanjut program jokowi mudah ramu kabinet
"@Hasbil_Lbs @ganjarpranowo Ganjar tuannya rakyat,rakyat yg mana nih kan sdh jelas perintah Ketum PDIP hrs bilang sbg petugas partai",ganjar tuan rakyat rakyat mana jelas perintah ketuaumum pdip bilang tugas partai,2,"['ganjar', 'tuan', 'rakyat', 'rakyat', 'mana', 'jelas', 'perintah', 'ketuaumum', 'pdip', 'bilang', 'tugas', 'partai']",ganjar tuan rakyat rakyat perintah ketuaumum pdip bilang tugas partai
"@Hasbil_Lbs @ganjarpranowo Betul sekali,ganjar sontoloyo",betul sekali ganjar sontoloyo,2,"['betul', 'sekali', 'ganjar', 'sontoloyo']",ganjar sontoloyo
"Para Surveyor di tantang  utk bisa menyakinkan Public ....krn sdh sulit dipercaya oleh Public. Sepertinya Public sdh apatis   6 Survei Capres Anies-Prabowo-Ganjar, Ini Sosok Paling Unggul https://t.co/aBDSYJp3TX",surveyor tantang bisa menyakinkan public sulit percaya public seperti public apatis survei capres anies prabowo ganjar sosok paling unggul,0,"['surveyor', 'tantang', 'bisa', 'menyakinkan', 'public', 'sulit', 'percaya', 'public', 'seperti', 'public', 'apatis', 'survei', 'capres', 'anies', 'prabowo', 'ganjar', 'sosok', 'paling', 'unggul']",surveyor tantang menyakinkan public sulit percaya public public apatis survei capres anies prabowo ganjar sosok unggul
"@Ryogartshop1 @ganjarpranowo Kekayaan Indonesia Meroket, dan akan diteruskan oleh Pak Ganjar Pranowo https://t.co/MZl05bfIgH",kaya indonesia roket terus ganjar pranowo,1,"['kaya', 'indonesia', 'roket', 'terus', 'ganjar', 'pranowo']",kaya indonesia roket terus ganjar pranowo
"@KhaliqRidwan1 @ganjarpranowo kalau yang sono banggain Kakeknya, haaa Karena penerus Jokowi, Pak Ganjar akan koordinasi inten dengan Pak jokowi",kalau sana banggain kakek haaa terus jokowi ganjar koordinasi intens jokowi,0,"['kalau', 'sana', 'banggain', 'kakek', 'haaa', 'terus', 'jokowi', 'ganjar', 'koordinasi', 'intens', 'jokowi']",banggain kakek terus jokowi ganjar koordinasi intens jokowi
"@AgusPra17277810 @Trending_Issue @ParthaSaderi sejak kapan data itu muncul,? padahal kata puan sendiri jateng jd propensi termiskin, bahkan ganjar sendiri ngaku di gagal https://t.co/jmGGcywZOg",sejak kapan data muncul padahal kata puan sendiri jateng jadi provinsi miskin bahkan ganjar sendiri aku gagal,2,"['sejak', 'kapan', 'data', 'muncul', 'padahal', 'kata', 'puan', 'sendiri', 'jateng', 'jadi', 'provinsi', 'miskin', 'bahkan', 'ganjar', 'sendiri', 'aku', 'gagal']",data muncul puan jateng provinsi miskin ganjar gagal
@Dennysiregar7 Betulll.. Ganjar harus dicegah berkuasa,betul ganjar cegah kuasa,2,"['betul', 'ganjar', 'cegah', 'kuasa']",ganjar cegah kuasa
"@Hasbil_Lbs @ganjarpranowo Aduh, begini main politik anak muda? Malu, ah. Anda sendiri saja coba ajukan diri sebagai capres ke koalisi partai, lalu adu dengan Ganjar Pranowo saat pemilihan nanti. Kalau Anda menang, ya, hebat.",aduh begini main politik anak muda malu sendiri coba aju diri capres koalisi partai lalu ganjar pranowo pilih kalau menang hebat,1,"['aduh', 'begini', 'main', 'politik', 'anak', 'muda', 'malu', 'sendiri', 'coba', 'aju', 'diri', 'capres', 'koalisi', 'partai', 'lalu', 'ganjar', 'pranowo', 'pilih', 'kalau', 'menang', 'hebat']",aduh main politik anak muda malu coba aju capres koalisi partai ganjar pranowo pilih menang hebat
